START,END,SPEAKER,TEXT
00:08:05:17,00:09:11:08,Cees van Gent,"Ik heb mijn hele leven lang niet bij een dienst gewerkt. Ik werk sinds 2019 bij een dienst en dat is de universiteitsbibliotheek. Zoals een student niet weet dat er onderwijsondersteuning is, zo wisten de faculteiten waarschijnlijk niet dat er een dienst is die hen helpt bij het ontzorgen. Dat vond ik er heel erg leuk aan: ervoor zorgen dat er oplossingen op mogelijke problemen gevonden worden, die ervoor kunnen zorgen dat het een stukje makkelijker wordt voor de docent. Een ander ding was - maar dat heeft hier helemaal niets mee te maken - dat de druk binnen een faculteit op totaal andere wijze beleefd wordt dan de druk binnen de universiteitsbibliotheek. Dat is wat relaxter."
00:09:11:08,00:09:14:19,David Oldenhof,Een relaxte sfeer bij de universiteitsbibliotheek.
00:09:14:19,00:10:35:88,Maurice Vanderfeesten,"Dat kan ik beamen. Even kijken. Als we teruggaan naar de hoofdvraag over de toekomstdriehoek. We gaan nu de toekomst van onderwijsondersteuning - dank je wel David - schetsen aan de hand van de toekomstdriehoek. De toekomstdriehoek is een eenvoudig instrument, ontwikkeld door Sohail Inayatullah, om het verleden, het heden en de toekomst in kaart te brengen en zo de ruimte daartussen van de waarschijnlijke toekomsten te verkennen. Het basisidee is dat er drie dimensies zijn die de meest waarschijnlijke toekomsten vormgeven. Het gewicht van het verleden, - dat is de last van het verleden - de druk van het heden - de ontwikkelingen die nu plaatsvinden - en de aantrekkingskracht van de toekomst. De spanning en interactie tussen die drie krachten vormen die driehoek. We beginnen bij het heden, want het heden bevat momenteel veel factoren die drijfveren zijn voor verandering. Dat kan politiek en sociaal van aard zijn, geopolitiek zelfs zien we verschuivingen plaatsvinden, maar ook technologisch en economisch. Om erachter te komen wat die invloedfactoren zijn, willen we van jullie het volgende weten. David?"
00:10:35:88,00:10:45:27,David Oldenhof,Wat zien jullie als belangrijkste impact van technologie op het onderwijs op dit moment? Wat zien jullie gebeuren daarin?
00:10:48:98,00:11:49:15,Cees van Gent,"Ik weet niet of jullie die parabool - is dat een parabool? - of in ieder geval die grafiek kennen waarin je technologische ontwikkelingen ziet. Die gaat sinds een jaar of tien sky high. Volgens mij begon die bij de uitvinding van de computer. Wat ik daar anders van vind, is dat die een beetje hijgerig is. De hijgerigheid zit hem erin dat hoe meer technologie er is, hoe meer bijzonder iedere uitvinding wordt gevonden, maar uiteindelijk is het telkens een kleine stap vooruit. Op dit moment lijken het hele grote stappen, maar het zijn steeds de kleine stapjes die bepalen dat we echt grote sprongen maken. Het is bijna een filosofische uitdrukking. We zitten nu op een gebied, als we in het heden kijken of naar de druk die we krijgen, hebben we geen idee van wat audiovisualiteit met ons doet."
00:11:49:15,00:12:40:04,Cees van Gent,"Daarom zijn we zo zenuwachtig. Wat we niet doen, is, terwijl we die grafiek of die boog hebben, - jij hebt de juiste uitdrukking daarvoor, Maurice - kijken wat er in het verleden gedaan is en wat we daarvan kunnen leren. Daar zijn ook de oei-groeisprongen geweest en daar zijn we over het algemeen redelijk goed uit voortgekomen. Nu lijkt er een soort angst te zijn en te ontstaan alsof er een wedstrijd gelopen wordt, maar die angst is - denk ik - hetzelfde als 150 jaar of misschien langer geleden met de uitvinding van telefonie of elektriciteit."
00:12:40:04,00:12:41:03,Maurice Vanderfeesten,De stoommachine.
00:12:41:03,00:13:10:63,Cees van Gent,"Stoommachines, industriële revolutie en dat soort dingen. De angsten van de mens blijven wat dat betreft hetzelfde en omdat we met zoveel zijn en omdat we met zoveel meningen zijn, lijkt de angst opeens een stuk groter. Wat ik mis in dit hele verhaal is een blik die er op een vriendelijke wijze naar kijkt."
00:13:12:07,00:13:13:40,David Oldenhof,Een soort relativerende blik misschien ook.
00:13:13:90,00:13:17:64,Cees van Gent,Dat is weer zo'n modewoord.
00:13:17:64,00:13:40:57,David Oldenhof,"Een soort puppyface. Misschien kan een technofilosoof ons helpen bij het vinden van de juiste uitdrukking. Zie jij dat ook zo, Rens? Dat een soort van hypes worden gecreëerd, terwijl het beter is om naar de wereld te kijken: hoe gaan mensen met technologieën om? Hoe worden die geadopteerd?"
00:13:40:57,00:14:34:15,Rens van der Vorst,"Gedeeltelijk ben ik het daarmee eens. Je ziet heel vaak een hoop fuss about nothing, much to do about nothing. Tegelijkertijd denk ik dat je je ook zou kunnen afvragen of er nu niet iets anders aan de hand is. Er zijn namelijk twee grote trends die mij altijd opvallen. De ene trend is dat wij als onderwijsinstelling - in dit geval mijn onderwijsinstelling, maar het kan ook die van jullie zijn of Nederland als onderwijsinstelling - de afgelopen 20 jaar gigantisch veel geïnvesteerd hebben in technologie. Wij bij Fontys hebben in 20 jaar al € 300 miljoen in technologie geïnvesteerd. De interessante vraag is natuurlijk: wat heeft dat opgeleverd? We hebben al die investeringen in Canvas en roostersystemen en wifi en connecties en apps en weet ik wat allemaal."
00:14:34:15,00:15:20:03,Rens van der Vorst,"Als we kijken naar de belangrijkste key performance indicatoren, dan zien we: zijn de studenten gelukkiger geworden? Nee. Sterker nog, ze zijn vaak ongelukkiger. Studeren ze sneller af, kunnen ze sneller hun opleiding halen? Nee. Is de opleiding goedkoper geworden? Ook niet. Is het misschien zo dat de docenten het dan rustiger hebben dan ooit, omdat ze al die handige technologieën hebben? Nee, ook niet. De docenten hebben het drukker dan ooit. De vraag is: we hebben al die fantastische technologieën gekregen in de afgelopen 20 jaar en alle key performance indicatoren van het onderwijs zijn er niet op vooruitgegaan. Dat is raar. Op een of andere manier heeft technologie toch niet automatisch een goede invloed op kennisintensieve industrieën zoals het onderwijs."
00:15:20:03,00:16:00:54,Rens van der Vorst,"Dan zie je dat de belangrijkste ontwikkelingen die we meemaken, vaak komen van dingen die we niet zelf hebben bedacht of die niet specifiek voor het onderwijs waren bedacht, zoals de hele discussie over de smartphone en nu natuurlijk alles wat te maken heeft met AI en generative AI en Chat GPT et cetera. Dat hebben wij niet bedacht. Dat was er in één keer. Het had wel een enorme impact. Wat mij dan vooral opvalt, is dat die technologieën zwaktes van het hele onderwijssysteem blootleggen. De smartphone legt bloot dat onderwijs helemaal niet interessant is, dat het veel interessanter is om naar je smartphone te kijken. ChatGPT legt bloot dat mensen graag afkijken. Mensen komen niet naar het onderwijs om te leren. Ze komen om gecertificeerd te worden."
00:16:00:54,00:16:43:10,Rens van der Vorst,"Stel je nu eens voor dat je een of andere volledig automatische hometrainer weg zou zetten in een sportschool. Niemand zou die gebruiken, want de mensen zouden zeggen: ik kom hier om te sporten. Op zo'n ding kan ik geen calorieën verbranden. Die hoef ik niet. Zet je zo'n variant ervan weg in een hogeschool of in een universiteit, dan raakt iedereen in paniek. De studenten zeggen niet automatisch: als ik ChatGPT kan gebruiken om meer te leren, doe ik het graag, maar als ik het kan gebruiken om vals te spelen zodat ik minder leer, doe ik het zeker niet, want ik ben hier om te leren. Dat is helemaal niet zo. Studenten zijn er namelijk vaak om een papiertje te halen en gecertificeerd te worden en met deze tool kan het op een andere manier en ontstaat er allerlei paniek."
00:16:43:10,00:17:06:82,Rens van der Vorst,"Een interessante vraag naar de toekomst toe zou zijn: hoe vind ik nu technologie en hoe herdefinieer ik studentenondersteuning? Wat ga je precies ondersteunen? Je ondersteunt zijn leerproces, zodat hij meer kan leren, toch? Hoe ga je technologie nu inzetten om ervoor te zorgen dat iemand meer kan leren in plaats van dat je je druk maakt om het feit dat hij minder gaat leren met die technologie?"
00:17:07:75,00:18:13:57,Cees van Gent,"Hier zit nog een interessante vraag achter, Rens. Die vraag is: als hbo of als academische instelling leiden wij mensen op om dit soort technologieën te maken, maar die technologieën worden over het algemeen niet gebruikt om de instelling te verbeteren. We geven heel veel kennis aan de persoon en datgene wat zij leren, wat zij kunnen, geven ze niet terug aan de instelling. Dat geven ze meestal terug via Meta of via Microsoft, waardoor wij weer allerlei apps moeten gebruiken die geen grote winst opleveren. Ik vind het altijd heel bizar hoe het vergaat en verspreidt binnen de instellingen, maar degenen die er ergens gebruik van maken of in ieder geval winst uit maken, geven dat niet terug aan de instellingen, waardoor ze het zelf ook kunnen maken."
00:18:16:16,00:19:18:08,Maurice Vanderfeesten,"Je zegt twee verschillende dingen. Ik zie misschien AI, ChatGPT een beetje als de rekenmachine van vroeger. Dan werd er ook gezegd: op de basisschool moet je geen rekenmachine gebruiken, want dan weet je niet meer hoe je staartdelingen moet maken. Maar door gebruik te maken van die AI, kunnen de studenten nu andere vaardigheden gaan leren, waarbij ze hun tijd anders kunnen gaan indelen dan het maken van een staartdeling, door AI juist op een goede manier te gebruiken of misschien te bekijken welke trainingset erachter zit om bepaalde waarden te hechten aan de uitkomsten die uit de AI komen. Het andere punt wat jij zegt, Cees, is: het eigenaarschap van data, de autonomie of de soevereiniteit van ons onderwijs. Je zet een horde studenten op die techbedrijven."
00:19:18:08,00:19:47:71,Maurice Vanderfeesten,"Zij gaan van die AI gebruikmaken. In principe geven ze ook feedback aan die bedrijven of die informatie correct of niet correct is. Op die manier kunnen die bedrijven het systeem verbeteren, terwijl je wil dat die informatie weer terugvloeit in het onderwijs en dat het onderwijs daar betere dingen mee kan doen. Volgens mij is SURF nu ook bezig om daar een Nederlandstalige publieke AI te maken, vergelijkbaar met ChatGPT, maar dan voor de Nederlandse taal."
00:19:51:93,00:21:02:82,Cees van Gent,"Wat ik bedoel, is: de vakgroep artificiële intelligentie aan de VU bestaat volgens mij een jaar of achttien, negentien. Zij zijn per definitie degene geweest die ons hier hebben gebracht. De grap is dat zij ook geraadpleegd worden als het over ChatGPT gaat, maar zij geven het niet terug aan het onderwijs. Het is maar aan een heel klein groepje mensen aan wie zij het teruggeven. Dat zijn de studenten die bij die vakgroep of bij die faculteit het onderwijs volgen. Wat Rens bijvoorbeeld doet, is veel interessanter. Hij zet juist studenten in om mee te denken. Misschien moet je jullie onderwijsconcept uitleggen aan Rens. Zij zitten namelijk niet op de schoolbanken, - om het even heel strak te zeggen - maar zij maken hun eigen onderwijs. Zij creëren hun eigen onderwijs en zij creëren ook hun eigen eindtermen en eigen doelen. Klopt dat, Rens?"
00:21:02:82,00:21:02:82,Rens van der Vorst,"Ja, je zegt het goed."
00:21:02:82,00:21:32:71,Cees van Gent,"Dat is veel interessanter, want dan kun je ook vragen aan die studenten: oké, wij helpen jou vooruit, help ons als instelling ook eens vooruit. Misschien zit er bij die studenten veel meer intelligentie om een beter roosterprogramma te maken dan de roosterprogramma's die we hier gebruiken, om maar iets te noemen, of veel meer intelligentie om - wat je net hebt gedaan - iets te doen met CAPTCHA."
00:21:32:71,00:22:31:85,Rens van der Vorst,"Misschien is ook erbij te zeggen: als je die kant opgaat, Kees,... Ik run een minor die Educational technology heet. Die weten beter wat het onderwijs nodig heeft dan onze studenten. Kunnen jullie geen educatieve technologie ontwerpen en start-ups maken die veel levensvatbaarder zijn? Je ziet ook dat dat type onderwijs zoveel mogelijk de standaard ondersteunende dingen probeert los te laten. Er zijn geen roosters, geen traditionele toetsen, geen traditionele colleges, zodat je zo weinig mogelijk IT daar nodig hebt en zoveel mogelijk kan focussen op dingen die wél belangrijk zijn. Dat gaat veel meer over feedback en zinvolle dialoog en dat soort dingen regelen. Je ziet dat hoe traditioneler het onderwijs is, hoe meer IT het nodig heeft - dat is heel raar - en hoe makkelijker het bedreigd kan worden door dit soort nieuwe technologie die komt binnenvliegen."
00:22:32:43,00:22:45:93,Maurice Vanderfeesten,"Is er een trend, Rens, dat dat over de brede linie zichtbaar is of is dat heel specifiek voor jullie vakgroep of alleen binnen Fontys?"
00:22:45:93,00:23:28:84,Rens van der Vorst,"Nee. Je zou kunnen zeggen: als je traditioneel onderwijs hebt, komt er een student binnen en krijgt die aanbodgedreven allerlei vakken op zich af. Als je dat bijvoorbeeld flexibel wil maken door te zeggen dat hij zijn eigen leerroute kan bepalen, - wat je vaak hoort - dan zit daar een enorme IT-vraag aan vast, want dan moet je dat allemaal organiseren. Als je, zoals Cees zei, zou zeggen: wat wij doen, is zeggen: beste student, kom binnen, wat wil je leren? Zoek een challenge die erbij past en definieer je eigen eindtermen, dan heb je een veel lichtere IT-ondersteuning nodig. Hoe lichter je IT-ondersteuning is, hoe meer geld je bespaart, maar ook hoe meer flexibel je opleiding is en hoe meer ruimte er komt om na te denken over: wat is nu echt cruciaal dat iemand leert in zijn opleiding?"
00:23:28:84,00:23:56:53,Rens van der Vorst,"Wat is echt zinvol? Wat wil iemand ook leren? Hoe kan ik hem daar dan ondersteunen met technologie? Dan kom ik bij een heel andere vraag dan dat die man bijvoorbeeld snel zijn lokaal vindt of snel de weg vindt of een beter rooster heeft of - weet ik veel - adaptief kan toetsen, want dat zijn helemaal geen relevante zaken meer. Je komt ergens heel anders terecht. Dat is iets wat superinteressant is, omdat je dan ook op een heel andere manier je support gaat organiseren en je technologie die erbij hoort, gaat organiseren."
00:23:56:53,00:23:58:92,Cees van Gent,Dit is niet nieuw.
00:23:58:92,00:23:59:18,Rens van der Vorst,Nee.
00:23:59:18,00:24:07:04,Cees van Gent,Volgens mij deed ene Aristoteles het al.
00:24:07:04,00:24:09:94,Maurice Vanderfeesten,"Ja, hij was zijn tijd ver vooruit."
00:24:11:81,00:24:48:00,Cees van Gent,"Nee, juist niet. Hij was zijn tijd helemaal niet ver vooruit. Hij voelde aan wat de noodzaak was om mensen te laten groeien en dat was - de woorden die Rens ook zei - feedback geven, onderzoeken, kijken waar mogelijkheden liggen, in gesprek gaan met elkaar. Dat zijn we een beetje vergeten. We zijn een soort zaagmeelmachine geworden in het onderwijs: zenden, zenden, zenden, zenden."
00:24:48:00,00:25:00:39,David Oldenhof,"Waar zie je studenten het meest van aangaan? Waar haken ze het meest op aan? Waar zie je echt die intrinsieke motivatie ontstaan binnen jouw onderwijsinstelling, binnen jouw onderwijsaanpak?"
00:25:01:11,00:25:23:54,Rens van der Vorst,"Wijzelf zien twee dingen. Het eerste is het doen van authentieke opdrachten. Dat heb jij ook, denk ik. Een collega van mij geeft altijd hetzelfde voorbeeld, Maurice. Als je Frans wil leren, dan moet je naar een Frans strand gaan met mooie meisjes die je wil versieren of mooie jongens die je wil versieren of waar je ook op valt, want dan leer je snel Frans."
00:25:23:54,00:25:24:63,Maurice Vanderfeesten,Dat is relevant voor je.
00:25:24:63,00:26:11:18,Rens van der Vorst,"Dan is het zinvol. Als je in een klaslokaal op de banken zit,- net als mijn zoon van zestien - weet je helemaal niet waarom je Frans moet leren. Er is geen authentieke context. Als je authentieke opdrachten hebt, - als je tegen de studenten zegt: jongens, jij mag jouw technologische kennis inzetten om het onderwijs beter te maken of daadwerkelijk met dat bedrijf aan de slag te gaan om dat beter te maken of daadwerkelijk met dat festival de festival experience verbeteren of zoiets - dan zie je ze ontzettend aangaan, dan zie je dat er in hen iets tot leven komt dat het onderwijs overstijgt. Dan zeggen ze niet meer: wat moet ik nu precies in mijn portfolio om het te halen? Dan zijn ze druk bezig met die opdracht en als bijvangst halen ze hun semester. Dat is wat je wil bereiken."
00:26:11:18,00:26:14:42,David Oldenhof,Denk je dat dat zowel voor hbo- als wo- instellingen geldt?
00:26:14:42,00:26:17:30,Rens van der Vorst,Ik denk het wel. Zeker.
00:26:17:30,00:26:27:77,David Oldenhof,Wat zijn - denk je - verschillen tussen dit soort instellingen en waar overlappen ze in de toekomst misschien juist veel meer?
00:26:29:72,00:27:29:16,Rens van der Vorst,"Ik denk dat het sowieso steeds ingewikkelder wordt om te zien waar ze precies verschillen en waar ze overlappen. Het scheelt ook per hbo- en per wo-instelling en je krijgt al die hybride vormen. Sommige wo-instellingen zijn best praktisch en sommige hbo-instellingen zijn plotseling veel academischer en wetenschappelijker geworden met een lectoraat. Het gaat allemaal door elkaar heen, maar voor iedereen geldt hetzelfde volgens mij. Volgens mij is het: hoe meer je kan aanbrengen voor iemand die het onderwijs volgt - wat de relevantie daarvan is, wat de zinvolheid daarvan is - en hoe meer je ze kan plaatsen in een authentieke context, hoe meer het ertoe gaat leiden dat ze ook ervaren dat ze iets willen leren in plaats van dat ze iets moeten leren. Dat is echt een gigantisch verschil. Dat klinkt heel eenvoudig, maar dat is echt een groot verschil. Dan kun je gaan nadenken over welke technologie je nodig hebt om dat gevoel van iets willen leren op de juiste manier te gaan ondersteunen. Dan kom je natuurlijk bij iets heel anders dan het moeten leren."
00:27:29:91,00:27:35:29,Maurice Vanderfeesten,Vul dat eens aan. Welke technologie zou je dan nodig hebben? Hoe ziet dat dan eruit?
00:27:38:22,00:28:13:43,Rens van der Vorst,"Als je iets wil leren, betekent dat om te beginnen sowieso dat je technologie nodig hebt waarin je je eigen ontwikkeling kunt bijhouden in plaats van dat iemand anders jouw ontwikkeling bijhoudt en checkt of jij je vakjes haalt. Je zult je eigen ontwikkeling moeten bijhouden, je eigen feedback moeten ophalen. Soms moet je in staat zijn om middels bijvoorbeeld virtual reality-oplossingen of iets anders een authentieke context te kunnen creëren. Je moet mensen platformen geven waarop ze zelf technologie kunnen ontwikkelen of marketingstrategieën kunnen maken of al die andere dingen, waardoor ze zoveel mogelijk daadwerkelijk in een authentieke context terechtkomen. Dat is echt iets heel anders."
00:28:15:61,00:28:34:81,Cees van Gent,"Technologie moet ten dienste staan. Meestal zetten we technologie voorop, maar je moet helemaal niet doorhebben dat technologie je op dat moment ergens mee naartoe neemt. Het moet een vanzelfsprekendheid zijn."
00:28:38:63,00:29:25:44,Rens van der Vorst,"Dat denk ik ook. Het is bij ons ook vaak een struggle, omdat je ook heel veel ziet dat studenten die wij maximaal willen ondersteunen, dat bijna niet meer nodig hebben van ons, omdat technologie bijna altijd in het publieke domein beschikbaar is. Alleen staat dat publieke domein vaak onder druk vanwege allerlei wet- en regelgeving. Daar zit heel vaak een soort discrepantie die je aan het zoeken. Een student zal zeggen: als ik dat en dat moet doen, laat mij maar even wat plaatjes genereren met DALL-E of met ChatGPT een tekst creëren of laat mij maar even via Trello een werkbordje opstarten zodat ik met mijn klanten kan samenwerken et cetera. Wij denken dan vaak: ho, wacht even, hoe zit het met de privacy en beschikbaarheid en het archiveren van je activiteiten? Daar zitten uitdagingen."
00:29:25:61,00:29:30:32,Maurice Vanderfeesten,Dat hoort inderdaad een beetje bij het hoofdstukje van het gewicht van het verleden.
00:29:30:32,00:29:36:79,Rens van der Vorst,Het is ook het gewicht van het heden.
00:29:36:79,00:29:38:41,Maurice Vanderfeesten,Die wetgeving.
00:29:38:41,00:30:05:94,David Oldenhof,"Dat is een hele mooie afsprekende visie van onderwijs dat mensen in staat stelt hun eigen doelen te bereiken en daar ontzettend veel te leren, maar, Cees, dan moet het academisch onderwijs flink op de schop als je dat voor elkaar wilt krijgen binnen bijvoorbeeld een academische instelling. Dan is er nogal wat gewicht uit het verleden dat dit zou tegenhouden. Hoe kijk jij daartegenaan?"
00:30:08:93,00:31:39:33,Cees van Gent,"Wanneer een student in het academische onderwijs terechtkomt, moet hij een ongelooflijke hoeveelheid van wat hij geleerd heeft nu bij wijze van spreken uitdoen. De gemiddelde student van nu zit de hele dag in twee of drie werelden. Een van zijn werelden is de smartphone, waar van alles en nog wat gebeurt. Op het moment dat hij op een academische schoolbank terechtkomt, moet hij die over het algemeen laten gaan, want dan worden er allerlei academische vaardigheden van hem gevraagd die niet in die smartphone zitten. Ik denk dat niet die student zich moet aanpassen, maar dat het academische onderwijs zich moet gaan aanpassen. Als wij echt mensen met academische vaardigheden willen afleveren, - met de klassieke academische vaardigheden als: je moet toetsen of wat je hebt uitgezocht klopt, bronvermelding, dat soort zaken bedoel ik hiermee - dan zul je die student ook serieus moeten nemen in de historie die hij als persoon al heeft opgebouwd, wat hij de afgelopen zeventien jaar - als hij vandaag zou komen of volgende week zou komen - al heeft meegekregen vanuit al die technieken."
00:31:39:33,00:32:51:53,Cees van Gent,"We gaan nu een heel ander pad op, maar ik denk dat wij onze academische vaardighedenonderwijs ongelooflijk moeten gaan aanpassen om te kunnen voldoen aan academische scholing. We willen heel graag mensen in hokjes of certificaten duwen. Dan moet je hier beginnen. Als je nog steeds niveaus wil onderscheiden, zul je moeten beginnen met het accepteren dat er nieuwe vaardigheden nodig zijn voor de toekomst. Vroeger hadden ze het over 21st century skills. Ik zeg bewust vroeger. Dat is vier jaar geleden zo'n beetje. Ik denk dat het nog veel rigoureuzer zou moeten. Ik denk dat je al op de kleuterschool moet gaan beginnen om die skills te gaan veranderen. In Nederland zijn er kleuterscholen waar Nederlands gegeven wordt."
